Country Name,Country Code,Series,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Colombia,COL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,3.92644,4.4408,3.51121,3.70868,4.26813,4.32514,4.07935,4.02099,3.91672,4.08301,3.93878,4.77652,4.83383,4.46608,4.37039,4.87855,4.62946,4.47039,4.47721,4.53551,4.45749,..,..,..,..,..,..,..
Colombia,COL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,91.06309,..,..,91.20716,..,..,..,..,..,..,..,92.80378,92.84866,92.29968,92.65179,93.37818,93.24469,93.37233,93.58053,..,..,94.18625,94.24505,94.65385,..,95.09251,..,..,..,..,..,..,..
Comoros,COM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,23445,..,..,..,..,34700,29428,..,..,..,..,..,..,20935,..,..,..,..,..,13563,15345,..,..,17935,22667,..,..,..,..,..,..,..
Comoros,COM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,99.05364,102.46511,106.71251,100.38617,102.18182,..,97.11477,..,101.04473,92.94511,103.19,..,111.99132,110.33235,108.18509,..,..,103.97318,108.64124,..,..,108.02465,..,107.03179,104.97489,..,..,99.44759,99.50663,..,..,..,..,..,..,..
Comoros,COM,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,42.53639,37.92046,..,41.75234,45.12701,50.26516,..,..,..,..,..,..,52.96528,..,66.39497,67.0667,..,..,62.36565,69.21923,..,..,..,..,..,..,..
Comoros,COM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,2.20136,..,..,..,2.25842,..,..,..,..,..,4.42265,..,..,2.83045,2.74784,2.38276,2.74473,2.54506,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,68.48923,..,..,..,..,..,..,..,..,..,..,..,49.19614,..,..,..,..,..,58.81702,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,2209713,2400769,2568517,2598084,2158017,..,..,..,4762613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,61.77511,79.62924,77.51647,78.32215,76.25873,80.66086,..,..,65.7622,53.37403,..,..,66.96289,..,..,..,..,93.10951,101.44362,100.49092,99.99916,101.16224,105.49105,106.55355,110.17665,107.97708,..,..,118.45961,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.77917,51.13902,53.81322,51.85694,54.33636,53.89903,54.26009,58.14802,59.69495,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52498,..,..,2.06221,1.95143,2.17044,2.11869,1.45495,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,67.17299,..,..,..,..,..,61.20555,..,..,..,..,75.01719,..,..,..,77.04268,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,265158,253782,..,..,..,88847,..,73737,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,124.01422,122.35263,119.75343,122.2354,118.45559,119.01947,111.95344,110.09754,92.27097,58.35106,86.47666,101.24361,103.5903,97.95951,109.31365,108.52121,108.73477,106.16315,103.7749,107.36278,109.1602,109.23187,106.64006,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,60.26939,..,..,35.05982,46.69659,53.40865,50.4173,51.62834,59.11811,62.09152,..,..,..,..,..,..,63.13044,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,6.37312,4.91034,..,..,4.06827,..,..,..,3.20832,2.83616,2.28813,1.83577,..,..,..,..,6.22079,..,..,..,4.0172,4.56147,..,5.46505,3.51105,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.11479,..,..,..,..,..,79.31117,..,..,..,..,..,..,80.29876,..,..,..,..,..,..,..
Cook Islands,COK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,156,263,417,633,..,..,..,..,489,..,400,..,..,271,137,99,120,36,33,14,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,106.78029,99.81591,94.67153,86.03978,85.6939,84.80114,80.8175,81.80147,83.87957,..,86.98073,90.36307,90.01857,87.62494,91.85587,96.05331,95.4231,101.76698,101.99544,108.52804,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,88.41507,85.76462,83.22938,85.62914,82.84283,77.35849,..,..,..,..,..,..,91.46707,92.00931,93.66987,94.06919,94.25676,95.67474,96.05263,..,..,..,..,..,..,..,..,..
Cook Islands,COK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,5.95264,..,..,..,..,..,..,1.91272,2.0706,..,..,..,..,..,..,..,..,..,..,3.08804,2.82499,2.96239,3.92848,3.87887,4.68684,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,56707,56264,49820,49528,55245,51050,42453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166,246,2078,9974,8005,6189,13846,509,555,..,..,..,..,..,..
Costa Rica,CRI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.31107,102.59674,103.69681,103.96338,103.75014,103.87186,104.19657,104.13839,104.27978,112.08812,109.10442,109.81272,109.20161,..,113.81433,111.86185,114.12326,113.68903,115.35181,116.95175,116.89937,115.88819,114.66955,112.32019,111.77286,111.29795,111.76114,110.83347,113.29429,116.18229,..,..,..,..,..,..
Costa Rica,CRI,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,58.92388,57.70763,..,67.88766,76.45786,73.4899,77.17261,79.2419,..,95.1585,96.80989,105.90338,106.77758,107.81933,115.03886,118.11591,122.32466,125.99268,129.26819,133.00939,132.60038,133.13828,135.13594,137.32426,139.86874,..,..,..,..,..,..
Costa Rica,CRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,3.37168,3.91086,..,..,5.41687,4.68696,4.8511,5.17354,5.15636,4.91218,..,4.63918,4.6589,4.91712,6.04635,6.63445,6.45535,6.68984,6.84934,6.86952,7.08254,7.09768,7.31572,6.97857,7.04876,..,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,94.86819,..,..,..,..,..,..,..,..,..,..,97.40658,..,..,..,..,..,..,97.86379,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,1026424,1055253,..,..,..,1060711,1070345,..,1088500,1143373,1059153,1088610,1250446,..,..,..,..,..,1463648,..,..,..,1136993,987969,864920,489791,430570,241575,199358,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,71.7442,70.15789,69.4382,68.00031,70.01078,70.55157,71.01518,71.84345,72.57142,74.57289,73.91165,76.12587,76.47013,71.86367,..,..,68.51096,68.9822,72.73877,71.831,..,79.69289,82.73464,83.99138,86.80014,90.65904,95.88669,98.36802,99.79975,100.31534,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,30.17881,..,..,..,..,..,..,..,..,..,..,..,..,..,43.9614,48.16184,52.972,56.69498,61.03498,63.82808,68.92087,..,..,..,..,..,..
Cote d'Ivoire,CIV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,6.78114,6.50305,4.78869,4.30145,4.05623,4.03089,3.78794,4.09433,3.70367,3.66868,4.09033,3.96799,4.12786,4.10575,4.0015,4.25833,4.34126,4.41246,4.55346,4.13755,4.65411,4.729,4.57743,3.49416,3.97232,3.80348,3.25603,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,36.35024,..,48.74076,..,..,..,..,..,..,..,..,..,..,..,40.98163,..,43.90842,..,..,..,47.16535,..,..,..,..,..,..,..
Croatia,HRV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,36190,16179,12763,4998,614,502,..,1817,1691,1925,5011,15848,9034,4785,1905,2218,1950,1851,2636,2304,2766,..,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,80.24067,83.92776,84.81249,86.37072,87.28327,91.131,93.12094,95.04631,97.08648,99.781,101.75686,..,103.34599,100.70325,97.72112,93.84366,91.78289,91.94395,93.53773,96.37912,99.68901,100.99602,100.57923,98.20057,96.47103,94.60305,..,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,84.1605,84.42649,88.05245,89.77437,91.09737,91.08942,92.52828,94.2815,..,104.32291,106.99051,107.68548,108.74219,108.52918,106.26447,103.83134,101.90938,102.14392,103.46427,106.42544,109.90878,111.41887,110.75597,..,..,..,..,..,..,..
Croatia,HRV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,3.81978,3.86438,3.81904,..,..,3.9652,4.28183,4.39184,4.24204,4.15011,..,4.56487,..,..,..,3.91713,..,..,..,..,..,..,..,..
Croatia,HRV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,96.70155,..,..,..,..,..,..,..,..,..,98.14668,..,..,..,..,..,..,..,..,..,99.12536,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,72119,76177,56135,49148,28462,31029,12282,14799,14402,6499,4453,4179,1633,13331,16503,24944,33403,25722,26220,12572,7007,10264,15962,15699,37618,44344,40376,31515,15680,5703,..,..,..,..,..,..
Cuba,CUB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,99.10184,97.5667,99.28588,99.7858,101.40436,100.87182,104.53088,104.05868,102.0289,102.46123,102.63977,102.98116,103.61125,101.83209,101.69447,101.11218,100.33998,99.71524,99.38472,100.82344,101.45977,101.4262,100.82701,99.13198,100.03997,99.48758,99.56203,100.46015,101.90455,102.86714,..,..,..,..,..,..
Cuba,CUB,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,85.77125,90.67813,..,100.36825,99.80464,96.51957,97.27,99.79802,101.30099,101.9447,100.55685,98.47598,97.46625,94.43764,94.57815,94.61269,97.18372,97.12987,98.69554,99.7196,100.5084,100.94156,98.24174,93.85613,..,..,..,..,..,..
Cuba,CUB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,7.14497,..,7.07477,5.61948,..,..,..,6.20873,6.75524,7.70481,8.35809,9.57117,9.94086,10.26823,10.55778,9.05717,11.86821,14.05908,13.12486,12.83731,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,99.79907,..,..,..,..,..,..,..,..,..,99.75253,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160.99636,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.83396,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.93095,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15643,16013,17852,1508,1986,2460,2516,2411,..,63,1276,1347,724,517,482,15,37,114,228,198,19,82,710,973,1217,758,961,754,329,..,..,..,..,..,..,..
Cyprus,CYP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,82.37229,81.9711,80.4682,101.09881,100.77162,99.88454,99.78395,99.79351,..,97.43846,96.73135,96.64961,97.77345,97.61051,97.74523,100.85795,102.38691,102.47384,103.35171,105.36476,101.62433,101.20054,100.17535,99.76198,99.15272,99.30012,98.54551,99.30669,99.79544,..,..,..,..,..,..,..
Cyprus,CYP,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,99.49816,98.31342,..,96.32857,98.03892,97.4702,100.86565,100.3358,101.46692,97.10006,96.48484,96.36119,101.32974,101.87023,96.57364,95.84615,98.59221,100.09778,100.53451,99.59636,98.8061,100.37998,101.07,..,..,..,..,..,..,..
Cyprus,CYP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.33924,3.57539,3.7803,4.09555,4.15997,3.74123,..,..,..,4.77208,4.98954,5.11552,5.58167,6.67023,6.11772,6.28667,6.33027,6.28083,6.72276,7.20545,6.5428,6.53854,..,6.48378,6.4485,6.34636,6.1638,5.77719,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,94.36247,..,..,..,..,..,..,..,..,96.80363,..,..,..,..,..,..,..,..,..,98.67843,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,4592,..,..,..,..,..,..,..,202,2839,250,16,3219,2076,5048,3511,1026,1840,1847,2386,..,..,..,..,..,..,..
Czechia,CZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,93.19965,96.33417,100.70852,102.6717,105.53384,104.58572,104.23766,101.78807,103.09031,103.03382,103.33581,103.41559,101.5521,99.02735,98.59606,99.2147,99.9962,103.18527,105.73485,105.97286,103.80442,100.76086,99.36768,98.74181,98.66823,99.51668,100.20888,100.67099,100.50899,..,..,..,..,..,..,..
Czechia,CZE,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,91.82444,100.78129,101.0855,101.21012,..,100.53228,103.20456,100.25575,99.35527,98.92714,99.73147,99.4596,99.44989,100.10627,97.63644,97.14281,96.81979,97.75212,101.26123,103.36729,103.89206,102.76641,101.10692,99.42243,98.06832,97.56573,..,..,..,..,..,..,..
Czechia,CZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.77508,4.18452,4.67885,4.54563,4.27039,..,3.5972,3.68481,3.65089,3.74855,3.97256,4.13643,4.01424,3.89038,4.2171,3.86663,3.74455,4.17128,4.06446,4.27214,4.25086,4.09089,3.99462,5.78885,5.58738,3.85402,..,..,..,..,..,..,..,..
Czechia,CZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.83303,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8299,6046,8621,9982,4270,5640,6193,..,1978,779,267,598,560,..,7258,6012,4619,2048,2674,3783,4875,4182,2629,1172,2315,275,47,944,2813,..,..,..,..,..,..,..
Denmark,DNK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,97.68508,98.25418,97.43151,98.5662,100.32467,100.40299,100.64478,..,101.58511,101.33479,101.42744,101.36166,103.32261,..,100.73233,98.73159,99.30144,100.01467,99.61479,99.56537,99.58201,100.78067,101.35656,101.54556,101.29423,101.45644,101.80483,101.26809,100.52391,..,..,..,..,..,..,..
Denmark,DNK,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,118.32689,120.75205,122.09395,122.09434,..,127.79973,127.69702,123.67457,119.54351,119.62738,122.87499,119.67804,120.18693,116.74968,116.05607,116.41695,116.69407,117.37485,117.97452,116.89637,116.3171,116.25315,117.10471,118.4243,119.03326,120.93063,..,..,..,..,..,..,..
Denmark,DNK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,5.59676,..,7.77282,7.47106,7.47104,7.88494,..,8.10675,7.93116,8.08434,8.21545,8.21303,8.12193,8.20763,8.08557,7.72991,7.6156,7.47605,8.44888,8.55955,8.48486,7.23782,8.49443,7.63485,..,..,7.81608,..,..,..,..,..,..,..,..
Denmark,DNK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,68605,70241,69774,72923,73558,74769,77662,81979,..,85856,85747,81708,79398,..,74786,73323,70269,64895,49807,49230,..,37863,..,37538,29421,35253,37933,35576,33948,30090,30897,..,..,..,..,..
Djibouti,DJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,33.29796,32.83316,34.09205,30.95238,32.71612,33.66009,33.52957,32.8376,32.20049,32.53599,32.49772,36.46624,38.32571,40.16494,42.13891,43.61315,45.97519,48.95087,58.85699,58.6832,..,66.50891,69.41965,69.42004,70.98679,70.13204,69.38296,69.59624,70.29769,75.28794,73.84849,..,..,..,..,..
Djibouti,DJI,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,16.63172,18.31305,..,18.66108,17.55767,18.95389,19.40713,..,24.72704,28.18668,27.9864,33.69742,40.61813,43.46366,..,49.23586,49.03103,50.30216,51.02771,51.94965,53.46982,53.85336,56.76475,58.74254,63.52746,..,..,..,..,..
Djibouti,DJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,7.62948,9.66,7.80543,8.4476,8.88985,9.26467,8.36589,8.27878,8.40625,..,..,4.49022,..,..,..,..,3.59024,3.92439,3.74856,3.62774,..,..,..,..,..,..,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,171,778,610,863,1033,1247,1293,1575,1418,722,..,88,..,..,..,..,61,..,..,228,..,..,..,..,..,..
Dominica,DMA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,106.54017,112.22242,113.01753,126.80872,134.33211,138.59071,..,..,..,123.59159,114.04494,105.66701,100.06377,95.57749,92.09814,91.47369,90.79055,92.79579,94.82212,98.46872,102.73955,108.31891,114.02968,114.69686,116.09837,116.19121,114.72662,..,..,100.37576,..,..,..,..,..,..
Dominica,DMA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,133.45902,138.39127,133.77901,131.03535,129.34914,119.39268,112.77014,109.83881,108.47947,105.07019,103.71739,98.60985,98.63538,..,..,102.33869,108.31091,..,..,..,111.57143,..,..,..,..,..,..
Dominica,DMA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,5.73986,4.02858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.40858,..,..,..,5.57345,..,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,158891,144073,..,67726,108247,170852,156721,170671,97872,141477,48796,54305,56059,70495,73041,93781,52389,53438,61774,65825,45804,..,..,..,..,..,..
Dominican Republic,DOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,100.20869,100.62768,102.48081,101.49306,99.21048,102.86824,101.92247,109.42933,112.57981,115.84567,..,118.13887,115.84297,107.87681,108.37692,103.63236,113.72905,109.53054,111.8577,110.50222,109.86045,107.95629,109.11459,107.55816,111.40536,110.29875,107.79981,105.69865,112.22821,..,..,..,..,..,..
Dominican Republic,DOM,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,61.26654,62.47893,65.76044,..,72.48121,..,79.84974,81.34702,..,85.70965,88.7542,92.01902,90.98255,86.48382,85.77879,88.22249,89.45331,89.27549,90.70618,91.42443,91.36261,92.67548,..,..,..,..,..,..
Dominican Republic,DOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,0.77395,0.89337,1.0333,1.22725,..,..,..,1.88829,1.96783,1.91401,1.84465,..,..,..,2.04679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,86.99647,..,..,..,..,88.24446,..,..,89.53873,90.10638,90.15518,90.85815,91.76376,91.99121,93.77846,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,56579631,56817006,57748663,57164975,55888801,57207722,56058633,56811169,56800669,55166786,51022340,49164644,48107923,41819457,37179573,32967041,30896946,25289230,24590169,25098184,23721132,24066776,22314635,20035565,19576765,19924428,19423938,19178322,19584120,19680314,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,93.56216,93.72094,93.63284,94.18106,94.9239,94.6017,95.1375,94.99616,95.04946,95.51625,96.41706,96.7173,97.43274,100.58162,101.7175,102.97871,103.70225,105.47371,105.81661,105.83555,106.1326,106.24353,106.99321,107.31042,106.17573,106.42634,108.8725,107.84531,102.00286,101.95694,..,..,..,..,..,..
Early-demographic dividend,EAR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,62.00954,61.77725,63.00154,66.11603,66.05698,64.45052,63.64768,64.83726,66.06981,68.06653,69.69721,71.28815,72.70098,73.68781,76.50813,76.80297,76.76919,79.41087,81.16234,82.28639,83.2836,84.88397,85.82763,86.13332,85.8072,86.05756,85.61953,..,..,..,..,..,..
Early-demographic dividend,EAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,58.65625,59.13795,60.16296,60.94898,61.74475,62.53832,63.2736,63.93401,66.96092,67.5736,68.25022,68.67856,69.37243,70.40444,71.19389,70.98648,71.24602,72.05182,73.28067,74.14258,75.28292,75.288,75.91932,76.4219,77.23737,77.95578,78.5781,79.017,79.35413,79.84099,..,..,..,..,..,..
East Asia & Pacific,EAS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8290766,8291082,9213282,10625823,12627894,15576043,17790493,19568716,15921628,11399592,10522053,9387901,9026162,8674985,9032610,8977730,9984699,7783584,7583137,6814850,6504966,6165323,6063459,6385141,6219605,6060627,6231961,5999393,5953998,6208333,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,117.67209,115.9537,114.48222,112.73461,110.98266,108.98139,106.91674,105.35034,105.54521,105.97081,107.48242,109.0766,107.72312,106.42097,105.22397,103.76667,101.86951,102.26262,102.24349,102.13797,101.91428,102.21735,102.83233,102.43332,100.42663,100.59828,101.34056,101.90334,102.0743,103.47642,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,70.14158,73.21979,77.09699,78.07408,78.33644,77.28721,76.96858,77.85629,79.71344,83.40768,87.19552,89.84089,92.18698,94.93037,94.71757,94.73533,94.34348,93.59543,92.45588,91.17466,89.78361,91.01427,90.97027,91.34215,92.88851,94.72197,..,..,..,..,..,..
